symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,xDt,cAct,yPC,mPC,prevClose,nearWKH,nearWKL,chartTodayPath,perChange365d,date365dAgo,chart365dPath,date30dAgo,perChange30d,chart30dPath,meta
FMCGIETF,Nifty FMCG Index,64.82,64.88,64,64.35,-0.15,-0.23,346960,22316467.2,64.4278,67.95,51.96,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,2.2077509529860126,64.5,5.2980132450331245,-23.845265588914536,https://nsearchives.nseindia.com/today/FMCGIETFEQN.svg,-,-,-,15-Jul-2024,2.22,https://nsearchives.nseindia.com/30d/FMCGIETF-EQ.svg,"{'symbol': 'FMCGIETF', 'companyName': 'ICICI PRUDENTIAL MUTUAL FUND - ICICI Prudential Nifty FMCG ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC19V3', 'slb_isin': 'INF109KC19V3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,105.66,105.84,103.75,104.5,-0.24,-0.23,184307,19225063.17,104.3795,113.61,57.75,-,-,80.48359240069085,-4.922209080156489,104.74,8.018660329196374,-80.95238095238095,https://nsearchives.nseindia.com/today/MOVALUEEQN.svg,75.82,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOVALUE-EQ.svg,15-Jul-2024,-5.25,https://nsearchives.nseindia.com/30d/MOVALUE-EQ.svg,"{'symbol': 'MOVALUE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal SP BSE Enhanced Value ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BE5', 'slb_isin': 'INF247L01BE5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
SBINEQWETF,Nifty50 Equal Weight,30.97,31.06,30.74,30.9,-0.07,-0.23,13821,426101.43,30.9275,33.33,30,-,-,Infinity,Infinity,30.97,7.290729072907291,-2.999999999999995,https://nsearchives.nseindia.com/today/SBINEQWETFEQN.svg,-,-,-,-,-,-,"{'symbol': 'SBINEQWETF', 'companyName': 'SBI Mutual Fund - SBI Nifty50 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KB1282', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BANKNIFTY1,Nifty Bank,513.46,514.18,510.39,512.1,-1.36,-0.26,16392,8400080.4,512.5437,552.4,429.13,-,-,Infinity,-5.010109254141082,513.46,7.295438088341774,-19.33446741080792,https://nsearchives.nseindia.com/today/BANKNIFTY1EQN.svg,-,-,-,15-Jul-2024,-4.95,https://nsearchives.nseindia.com/30d/BANKNIFTY1-EQ.svg,"{'symbol': 'BANKNIFTY1', 'companyName': 'Kotak Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K01F59', 'slb_isin': 'INF174K01F59', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,22.15,22.15,21.89,21.96,-0.06,-0.27,1941716,42776003.48,21.9989,22.7,15.68,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-0.4081632653061218,22.02,3.259911894273121,-40.051020408163275,https://nsearchives.nseindia.com/today/QUAL30IETFEQN.svg,-,-,-,15-Jul-2024,-0.05,https://nsearchives.nseindia.com/30d/QUAL30IETF-EQ.svg,"{'symbol': 'QUAL30IETF', 'companyName': 'ICICI Prudential MF - ICICI Prudential Nifty 200 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18V5', 'slb_isin': 'INF109KC18V5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NAVINIFTY,Navi Nifty 50 ETF,243.54,251,243.53,247,-0.66,-0.27,1378,341096.34,243.6868,280.92,189,-,-,Infinity,-0.4754613586912752,247.66,12.07461198917842,-30.687830687830687,https://nsearchives.nseindia.com/today/NAVINIFTYEQN.svg,-,-,-,15-Jul-2024,-0.3,https://nsearchives.nseindia.com/30d/NAVINIFTY-EQ.svg,"{'symbol': 'NAVINIFTY', 'companyName': 'Navi Mutual Fund - Navi Nifty 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF959L01HI3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCMID150,HDFC NIFTY Midcap 150 ETF,21.48,21.7,20.95,21.12,-0.06,-0.28,202372,4266001.76,21.155,22.49,14.08,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 115.95/- PER SHARE TO RS 11.59/- PER SHARE,-85.2493364995111,-1.9953596287703002,21.18,6.091596265006658,-50.00000000000001,https://nsearchives.nseindia.com/today/HDFCMID150EQN.svg,-85.25,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCMID150-EQ.svg,15-Jul-2024,-2.41,https://nsearchives.nseindia.com/30d/HDFCMID150-EQ.svg,"{'symbol': 'HDFCMID150', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY Midcap 150 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HT0', 'slb_isin': 'INF179KC1HT0', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HNGSNGBEES,Hang Seng Index,276.69,276.69,272.53,273.71,-0.8,-0.29,36633,10035976.68,263.0732,338.07,205,19-DEC-19, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- TO RS 1/-,0.01827084703645199,-8.757250483365569,274.51,19.03747744549946,-33.5170731707317,https://nsearchives.nseindia.com/today/HNGSNGBEESEQN.svg,-1.66,14-Aug-2023,https://nsearchives.nseindia.com/365d/HNGSNGBEES-EQ.svg,15-Jul-2024,-8.7,https://nsearchives.nseindia.com/30d/HNGSNGBEES-EQ.svg,"{'symbol': 'HNGSNGBEES', 'companyName': 'NIPPON INDIA ETF HANG SENG BEES', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB19I1', 'slb_isin': 'INF204KB19I1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NETF,Tata Nifty 50 Exchange Traded Fund,259.99,259.99,257,257,-0.76,-0.29,1456,375094.72,257.2802,274.99,199,-,-,25.40255684590612,-1.69452625941935,257.76,6.542056074766358,-29.14572864321608,https://nsearchives.nseindia.com/today/NETFEQN.svg,23.42,14-Aug-2023,https://nsearchives.nseindia.com/365d/NETF-EQ.svg,15-Jul-2024,-1.55,https://nsearchives.nseindia.com/30d/NETF-EQ.svg,"{'symbol': 'NETF', 'companyName': 'Tata Nifty 50 Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277K015R5', 'slb_isin': 'INF277K015R5', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
OILIETF,Nifty Oil & Gas Index,12.2,13.19,12.2,12.91,-0.04,-0.31,300519,3870684.72,12.9305,13.91,12.2,-,-,Infinity,Infinity,12.95,7.1890726096333575,-5.8196721311475486,https://nsearchives.nseindia.com/today/OILIETFEQN.svg,-,-,-,-,-,-,"{'symbol': 'OILIETF', 'companyName': 'ICICI Prudential Mutual Fund - ICICI Prudential Nifty Oil & Gas ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18W3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOREALTY,Motilal Oswal Nifty Realty ETF,103.11,103.15,101.69,102.7,-0.32,-0.31,85632,8755872,102.8583,115.79,85.3,-,-,Infinity,-7.427438254912562,103.02,11.304948613869941,-20.398593200468937,https://nsearchives.nseindia.com/today/MOREALTYEQN.svg,-,-,-,15-Jul-2024,-7.55,https://nsearchives.nseindia.com/30d/MOREALTY-EQ.svg,"{'symbol': 'MOREALTY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01CI4', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NV20,Nifty50 Value 20,156.98,157.12,155,155.1,-0.49,-0.31,71559,11096654.13,155.1967,163.85,131.11,-,-,Infinity,-0.7741027445460994,155.59,5.340250228867867,-18.297612691632963,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,15-Jul-2024,-0.75,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,"{'symbol': 'NV20', 'companyName': 'Kotak Nifty 50 value 20 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K01Z71', 'slb_isin': 'INF174K01Z71', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOM100,Nifty Midcap 100,60.89,61.42,60.3,60.69,-0.19,-0.31,305117,18487039.03,60.804,64.5,39.1,-,-,50.895077076081556,-1.5731430424910784,60.88,5.90697674418605,-55.217391304347814,https://nsearchives.nseindia.com/today/MOM100EQN.svg,50.41,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOM100-EQ.svg,15-Jul-2024,-1.87,https://nsearchives.nseindia.com/30d/MOM100-EQ.svg,"{'symbol': 'MOM100', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Midcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01023', 'slb_isin': 'INF247L01023', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NV20,Nifty50 Value 20,156.98,157.12,155,155.1,-0.49,-0.31,71559,11096654.13,155.1967,163.85,131.11,-,-,-95.62605752961083,-95.67291596919986,155.59,5.340250228867867,-18.297612691632963,https://nsearchives.nseindia.com/today/NV20EQN.svg,-,-,-,15-Jul-2024,-0.75,https://nsearchives.nseindia.com/30d/NV20-EQ.svg,"{'symbol': 'NV20', 'companyName': 'Kotak Nifty 50 value 20 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174K01Z71', 'slb_isin': 'INF174K01Z71', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
PVTBANIETF,Nifty Private Bank Index,25.07,25.2,24.96,24.99,-0.08,-0.32,1197380,29922526.2,25.0376,26.88,21.85,01-MAR-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,Infinity,-4.54545454545455,25.07,7.031250000000003,-14.370709382151016,https://nsearchives.nseindia.com/today/PVTBANIETFEQN.svg,-,-,-,15-Jul-2024,-4.58,https://nsearchives.nseindia.com/30d/PVTBANIETF-EQ.svg,"{'symbol': 'PVTBANIETF', 'companyName': 'ICICI Prudential Nifty Private Bank ETF - NIFTY PRIVATE BANK INDEX', 'industry': 'MUTUAL FUND SCHEME', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC18U7', 'slb_isin': 'INF109KC18U7', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BANKETF,Mirae Asset Nifty Bank ETF,508.97,508.97,500.75,501.4,-1.67,-0.33,2258,1133583.74,502.5202,537.4,421,-,-,14.02451504332203,-5.003694511282464,503.07,6.6989207294380355,-19.09738717339667,https://nsearchives.nseindia.com/today/BANKETFEQN.svg,13.79,14-Aug-2023,https://nsearchives.nseindia.com/365d/BANKETF-EQ.svg,15-Jul-2024,-4.95,https://nsearchives.nseindia.com/30d/BANKETF-EQ.svg,"{'symbol': 'BANKETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KR3', 'slb_isin': 'INF769K01KR3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,12.35,12.35,11.9,11.93,-0.04,-0.33,37719,449987.67,11.9607,13.3,9.5,-,-,7.380738073807383,0.5054759898904845,11.97,10.300751879699256,-25.57894736842105,https://nsearchives.nseindia.com/today/AXISBPSETFEQN.svg,7.57,14-Aug-2023,https://nsearchives.nseindia.com/365d/AXISBPSETF-EQ.svg,15-Jul-2024,0.59,https://nsearchives.nseindia.com/30d/AXISBPSETF-EQ.svg,"{'symbol': 'AXISBPSETF', 'companyName': 'AXIS MUTUAL FUND - Axis Nifty AAA Bond Plus SDL Apr 2026 50-50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Z04', 'slb_isin': 'INF846K01Z04', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,60.69,60.69,59.21,59.3,-0.2,-0.34,8782,521826.44,59.3476,64,42.9,-,-,35.54285714285714,-1.0842368640533873,59.5,7.343750000000004,-38.22843822843822,https://nsearchives.nseindia.com/today/HDFCQUALEQN.svg,36.01,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCQUAL-EQ.svg,15-Jul-2024,-0.77,https://nsearchives.nseindia.com/30d/HDFCQUAL-EQ.svg,"{'symbol': 'HDFCQUAL', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY100 Quality 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1DL6', 'slb_isin': 'INF179KC1DL6', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
NPBET,Nifty Private Bank Index,258.91,258.92,254.94,256.36,-0.93,-0.36,579,148513.5,256.6527,274.91,224.35,-,-,10.262365591397856,-4.69534183426893,257.29,6.7476628714852165,-14.267885001114339,https://nsearchives.nseindia.com/today/NPBETEQN.svg,10.13,14-Aug-2023,https://nsearchives.nseindia.com/365d/NPBET-EQ.svg,15-Jul-2024,-4.74,https://nsearchives.nseindia.com/30d/NPBET-EQ.svg,"{'symbol': 'NPBET', 'companyName': 'Tata Nifty Private Bank Exchange Traded Fund', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277K010X4', 'slb_isin': 'INF277K010X4', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCNIFBAN,Nifty Bank,51.9,51.9,50.66,50.71,-0.19,-0.37,42818,2176010.76,50.8298,55.5,42.66,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 223.31/- PER SHARE TO RS 22.331/- PER SHARE,-88.59603751096319,-5.126286248830687,50.9,8.630630630630629,-18.870135958743568,https://nsearchives.nseindia.com/today/HDFCNIFBANEQN.svg,-88.64,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCNIFBAN-EQ.svg,15-Jul-2024,-4.96,https://nsearchives.nseindia.com/30d/HDFCNIFBAN-EQ.svg,"{'symbol': 'HDFCNIFBAN', 'companyName': 'HDFC NIFTY Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HY0', 'slb_isin': 'INF179KC1HY0', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
MOM50,Nifty 50,248.03,249,246.8,247.05,-0.97,-0.39,3345,828155.1,247.2889,277,190.45,16-OCT-14,FACE VALUE SPLIT FROM RS.10/- TO RS.7/-,25.297966222041907,-1.7146721833227252,248.02,10.812274368231044,-29.719086374376488,https://nsearchives.nseindia.com/today/MOM50EQN.svg,25.43,14-Aug-2023,https://nsearchives.nseindia.com/365d/MOM50-EQ.svg,15-Jul-2024,-1.78,https://nsearchives.nseindia.com/30d/MOM50-EQ.svg,"{'symbol': 'MOM50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal M50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01536', 'slb_isin': 'INF247L01536', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BBETF0432,Nifty BHARAT Bond Index - April 2032,1168.99,1173,1167.25,1167.9,-4.59,-0.39,3385,3953544.6,1171.4647,1325.38,865.81,-,-,8.463274422578648,0.7227128466951936,1172.49,11.881875386681555,-34.89102689966623,https://nsearchives.nseindia.com/today/BBETF0432EQN.svg,8.78,14-Aug-2023,https://nsearchives.nseindia.com/365d/BBETF0432-EQ.svg,15-Jul-2024,1.04,https://nsearchives.nseindia.com/30d/BBETF0432-EQ.svg,"{'symbol': 'BBETF0432', 'companyName': 'Edelweiss Mutual Fund - BHARAT Bond ETF - April 2032 - Growth', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF754K01OB1', 'slb_isin': 'INF754K01OB1', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
BANKETFADD,DSP Nifty Bank ETF,51.18,51.18,50.35,50.44,-0.21,-0.41,43787,2212994.98,50.5498,58.92,36.14,-,-,Infinity,-5.152312899586315,50.65,14.392396469789553,-39.568345323741,https://nsearchives.nseindia.com/today/BANKETFADDEQN.svg,-,-,-,15-Jul-2024,-4.96,https://nsearchives.nseindia.com/30d/BANKETFADD-EQ.svg,"{'symbol': 'BANKETFADD', 'companyName': 'DSP  Mutual Fund - DSP Nifty Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1RX3', 'slb_isin': 'INF740KA1RX3', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
PSUBANKADD,DSP Nifty PSU Bank ETF,69.5,69.5,67.88,67.9,-0.28,-0.41,18287,1245710.44,68.1664,82.9,44.51,-,-,Infinity,-8.871292443967253,68.18,18.094089264173704,-52.549988766569335,https://nsearchives.nseindia.com/today/PSUBANKADDEQN.svg,-,-,-,15-Jul-2024,-8.66,https://nsearchives.nseindia.com/30d/PSUBANKADD-EQ.svg,"{'symbol': 'PSUBANKADD', 'companyName': 'DSP Mutual Fund - DSP Nifty PSU Bank ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF740KA1SY9', 'slb_isin': 'INF740KA1SY9', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,35.88,35.88,35.12,35.39,-0.15,-0.42,154351,5454764.34,35.4538,37.77,21.5,20-OCT-23,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 190.61/- PER SHARE TO RS 19.061/- PER SHARE,-83.67168035434162,-3.516902944383858,35.54,6.301297325920048,-64.6046511627907,https://nsearchives.nseindia.com/today/HDFCMOMENTEQN.svg,-83.86,14-Aug-2023,https://nsearchives.nseindia.com/365d/HDFCMOMENT-EQ.svg,15-Jul-2024,-3.74,https://nsearchives.nseindia.com/30d/HDFCMOMENT-EQ.svg,"{'symbol': 'HDFCMOMENT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY200 Momentum 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1HV6', 'slb_isin': 'INF179KC1HV6', 'isMunicipalBond': False, 'quotepreopenstatus': {'equityTime': '14-Aug-2024 16:00:00', 'preOpenTime': '14-Aug-2024 09:07:35', 'QuotePreOpenFlag': False}}"
